Year,Happiness Rank,Happiness Score,Region,Country,Standard Error,Upper Confidence Interval,Lower Confidence Interval,Dystopia Residual,Economy (GDP per Capita),Health (Life Expectancy),Family (Social Support),Trust (Government Corruption),Freedom,Generosity
2021,38,6.255,Central and Eastern Europe,Lithuania,0.045,6.344,6.167,2.624,1.35,0.612,1.065,0.073,0.476,-0.203
2021,39,6.223,Western Europe,Cyprus,0.049,6.319,6.128,2.578,1.377,0.801,0.765,0.061,0.464,-0.015
2021,40,6.189,Central and Eastern Europe,Estonia,0.038,6.263,6.115,2.103,1.344,0.64,1.079,0.263,0.641,-0.106
2021,41,6.18,Latin America and Caribbean,Panama,0.073,6.323,6.036,2.509,1.298,0.667,0.976,0.053,0.596,-0.166
2021,42,6.179,Commonwealth of Independent States,Uzbekistan,0.068,6.312,6.045,2.477,0.769,0.528,1.027,0.271,0.716,0.311
2021,43,6.172,Latin America and Caribbean,Chile,0.046,6.262,6.081,2.682,1.2,0.678,0.946,0.07,0.438,-0.044
2021,44,6.166,Central and Eastern Europe,Poland,0.04,6.245,6.087,2.438,1.309,0.668,0.982,0.13,0.558,-0.165
2021,45,6.152,Commonwealth of Independent States,Kazakhstan,0.047,6.243,6.06,2.446,1.23,0.527,1.103,0.132,0.573,-0.069
2021,46,6.14,Central and Eastern Europe,Romania,0.057,6.253,6.027,2.83,1.275,0.595,0.832,0.001,0.564,-0.219
2021,47,6.106,Middle East and North Africa,Kuwait,0.066,6.235,5.977,2.368,1.461,0.58,0.857,0.13,0.591,-0.104
2021,48,6.078,Central and Eastern Europe,Serbia,0.053,6.181,5.974,2.682,1.101,0.634,0.924,0.066,0.482,0.002
2021,49,6.061,Latin America and Caribbean,El Salvador,0.065,6.188,5.933,3.085,0.845,0.565,0.675,0.16,0.615,-0.11
2021,50,6.049,Sub-Saharan Africa,Mauritius,0.059,6.165,5.933,2.462,1.178,0.574,0.996,0.096,0.59,-0.054
2021,51,6.032,Central and Eastern Europe,Latvia,0.036,6.103,5.961,2.536,1.285,0.587,1.047,0.089,0.405,-0.162
2021,52,6.012,Latin America and Caribbean,Colombia,0.061,6.132,5.892,2.794,1.021,0.615,0.866,0.063,0.554,-0.135
2021,53,5.992,Central and Eastern Europe,Hungary,0.047,6.085,5.899,2.432,1.301,0.615,1.083,0.04,0.454,-0.186
2021,54,5.985,Southeast Asia,Thailand,0.047,6.077,5.893,2.309,1.107,0.596,0.957,0.028,0.611,0.287
2021,55,5.972,Latin America and Caribbean,Nicaragua,0.083,6.134,5.81,2.841,0.693,0.604,0.904,0.176,0.553,0.02
2021,56,5.94,East Asia,Japan,0.04,6.02,5.861,2.048,1.389,0.838,0.949,0.192,0.504,-0.258
2021,57,5.929,Latin America and Caribbean,Argentina,0.056,6.04,5.819,2.461,1.162,0.646,0.98,0.067,0.544,-0.182
2021,58,5.929,Western Europe,Portugal,0.055,6.037,5.821,2.225,1.323,0.76,0.939,0.033,0.621,-0.244
2021,59,5.919,Latin America and Caribbean,Honduras,0.082,6.081,5.758,2.934,0.703,0.593,0.787,0.083,0.578,0.081
2021,60,5.882,Central and Eastern Europe,Croatia,0.048,5.975,5.788,2.325,1.251,0.703,1.039,0.0,0.453,-0.118
2021,61,5.88,Southeast Asia,Philippines,0.052,5.982,5.778,2.872,0.853,0.426,0.828,0.126,0.651,-0.097
2021,62,5.845,East Asia,South Korea,0.042,5.928,5.763,2.262,1.403,0.801,0.758,0.135,0.353,-0.083
2021,63,5.84,Latin America and Caribbean,Peru,0.075,5.988,5.692,2.744,0.986,0.623,0.833,0.031,0.536,-0.154
2021,64,5.813,Central and Eastern Europe,Bosnia and Herzegovina,0.05,5.911,5.715,2.583,1.032,0.618,0.919,0.005,0.395,0.113
2021,65,5.766,Commonwealth of Independent States,Moldova,0.046,5.856,5.677,2.665,0.985,0.542,0.888,0.013,0.536,-0.079
2021,66,5.764,Latin America and Caribbean,Ecuador,0.057,5.875,5.653,2.653,0.935,0.64,0.806,0.062,0.56,-0.124
2021,67,5.744,Commonwealth of Independent States,Kyrgyzstan,0.046,5.834,5.653,2.648,0.665,0.501,0.971,0.02,0.673,0.119
2021,68,5.723,Western Europe,Greece,0.046,5.813,5.632,2.561,1.273,0.76,0.811,0.074,0.243,-0.288
2021,69,5.716,Latin America and Caribbean,Bolivia,0.053,5.819,5.613,2.805,0.842,0.486,0.782,0.064,0.6,-0.077
2021,70,5.677,East Asia,Mongolia,0.042,5.76,5.595,2.492,0.966,0.442,1.065,0.053,0.397,0.116
2021,71,5.653,Latin America and Caribbean,Paraguay,0.092,5.832,5.473,2.306,0.983,0.549,0.97,0.037,0.602,0.028
2021,72,5.581,Central and Eastern Europe,Montenegro,0.054,5.686,5.475,2.254,1.155,0.637,0.891,0.081,0.397,-0.034
2021,73,5.545,Latin America and Caribbean,Dominican Republic,0.071,5.685,5.405,2.178,1.106,0.555,0.879,0.144,0.581,-0.133
2021,74,5.536,Western Europe,North Cyprus,0.051,5.636,5.435,1.653,1.377,0.801,0.806,0.2,0.503,0.012
2021,75,5.534,Commonwealth of Independent States,Belarus,0.047,5.625,5.442,2.247,1.124,0.56,1.007,0.199,0.326,-0.18
2021,76,5.477,Commonwealth of Independent States,Russia,0.033,5.541,5.413,2.148,1.241,0.511,0.992,0.06,0.409,-0.111
2021,77,5.477,East Asia,Hong Kong S.A.R. of China,0.049,5.573,5.38,1.236,1.525,0.893,0.841,0.342,0.408,0.067
2021,78,5.466,Commonwealth of Independent States,Tajikistan,0.034,5.532,5.4,2.619,0.508,0.498,0.895,0.247,0.548,-0.056
2021,79,5.411,Southeast Asia,Vietnam,0.039,5.488,5.334,2.211,0.817,0.616,0.873,0.091,0.679,-0.098
2021,80,5.41,Middle East and North Africa,Libya,0.076,5.558,5.262,2.331,1.044,0.435,0.821,0.174,0.474,-0.087
2021,81,5.384,Southeast Asia,Malaysia,0.049,5.48,5.289,1.784,1.259,0.587,0.797,0.064,0.624,0.125
2021,82,5.345,Southeast Asia,Indonesia,0.056,5.454,5.235,1.987,0.954,0.433,0.786,0.046,0.598,0.542
2021,83,5.342,Sub-Saharan Africa,Congo (Brazzaville),0.097,5.533,5.151,3.476,0.518,0.307,0.392,0.124,0.381,-0.068
2021,84,5.339,East Asia,China,0.029,5.397,5.281,1.982,1.061,0.665,0.785,0.117,0.636,-0.146
2021,85,5.306,Sub-Saharan Africa,Ivory Coast,0.078,5.46,5.152,3.469,0.669,0.052,0.409,0.092,0.438,-0.016
2021,86,5.283,Commonwealth of Independent States,Armenia,0.058,5.397,5.168,2.127,0.996,0.585,0.758,0.198,0.54,-0.168
2021,87,5.269,South Asia,Nepal,0.07,5.406,5.132,2.642,0.519,0.496,0.702,0.135,0.488,0.152
2021,88,5.266,Central and Eastern Europe,Bulgaria,0.054,5.371,5.16,1.823,1.181,0.583,1.055,0.005,0.494,-0.096
2021,89,5.198,South Asia,Maldives,0.072,5.339,5.057,1.52,1.115,0.697,1.015,0.073,0.575,0.024
2021,90,5.171,Commonwealth of Independent States,Azerbaijan,0.04,5.25,5.091,1.919,1.025,0.541,0.841,0.276,0.526,-0.223
2021,91,5.142,Sub-Saharan Africa,Cameroon,0.074,5.288,4.996,3.195,0.543,0.159,0.556,0.058,0.425,0.026
2021,92,5.132,Sub-Saharan Africa,Senegal,0.068,5.266,4.998,3.071,0.518,0.357,0.558,0.088,0.381,-0.046
2021,93,5.117,Central and Eastern Europe,Albania,0.059,5.234,5.001,2.25,1.008,0.646,0.529,0.024,0.491,-0.03
2021,94,5.101,Central and Eastern Europe,North Macedonia,0.051,5.202,5.001,2.042,1.068,0.535,0.772,0.022,0.45,0.038
2021,95,5.088,Sub-Saharan Africa,Ghana,0.067,5.219,4.958,2.684,0.68,0.287,0.595,0.058,0.517,0.123
2021,96,5.074,Sub-Saharan Africa,Niger,0.102,5.273,4.875,3.47,0.162,0.167,0.402,0.157,0.516,0.018
2021,97,5.066,Commonwealth of Independent States,Turkmenistan,0.036,5.136,4.996,1.409,1.046,0.439,1.172,0.033,0.602,0.273
2021,98,5.051,Sub-Saharan Africa,Gambia,0.089,5.225,4.877,2.99,0.367,0.21,0.511,0.123,0.384,0.424
2021,99,5.045,Sub-Saharan Africa,Benin,0.073,5.189,4.901,3.482,0.507,0.196,0.058,0.178,0.457,-0.034
2021,100,5.03,Southeast Asia,Laos,0.045,5.119,4.941,2.204,0.808,0.33,0.598,0.179,0.643,0.123
2021,101,5.025,South Asia,Bangladesh,0.046,5.115,4.934,2.427,0.635,0.514,0.52,0.164,0.603,-0.041
2021,102,4.984,Sub-Saharan Africa,Guinea,0.09,5.16,4.808,3.216,0.42,0.206,0.399,0.111,0.384,0.095
2021,103,4.956,Sub-Saharan Africa,South Africa,0.06,5.074,4.839,2.187,0.967,0.265,0.895,0.051,0.447,-0.067
2021,104,4.948,Middle East and North Africa,Turkey,0.046,5.038,4.857,1.852,1.26,0.59,0.809,0.104,0.236,-0.139
2021,105,4.934,South Asia,Pakistan,0.068,5.066,4.802,2.784,0.637,0.322,0.423,0.097,0.418,0.098
2021,106,4.918,Middle East and North Africa,Morocco,0.06,5.036,4.8,2.749,0.792,0.558,0.219,0.088,0.477,-0.236
2021,107,4.892,Latin America and Caribbean,Venezuela,0.064,5.017,4.767,2.135,0.852,0.574,0.897,0.072,0.284,-0.169
2021,108,4.891,Commonwealth of Independent States,Georgia,0.054,4.998,4.785,2.191,1.03,0.498,0.47,0.181,0.488,-0.238
2021,109,4.887,Middle East and North Africa,Algeria,0.053,4.991,4.783,2.242,0.946,0.552,0.765,0.12,0.119,-0.067
2021,110,4.875,Commonwealth of Independent States,Ukraine,0.052,4.977,4.773,1.813,0.979,0.517,0.958,0.01,0.417,-0.011
2021,111,4.854,Middle East and North Africa,Iraq,0.059,4.97,4.738,2.429,0.91,0.381,0.638,0.041,0.302,-0.053
2021,112,4.852,Sub-Saharan Africa,Gabon,0.075,4.998,4.706,2.201,1.037,0.362,0.707,0.064,0.424,-0.2
2021,113,4.834,Sub-Saharan Africa,Burkina Faso,0.081,4.993,4.675,3.133,0.364,0.179,0.472,0.122,0.381,-0.009
2021,114,4.83,Southeast Asia,Cambodia,0.067,4.963,4.698,2.148,0.603,0.426,0.68,0.061,0.702,0.034
2021,115,4.794,Sub-Saharan Africa,Mozambique,0.103,4.997,4.592,2.783,0.183,0.196,0.634,0.163,0.608,0.061
2021,116,4.759,Sub-Saharan Africa,Nigeria,0.052,4.861,4.658,2.736,0.663,0.051,0.625,0.039,0.433,0.037
2021,117,4.723,Sub-Saharan Africa,Mali,0.082,4.884,4.563,3.016,0.387,0.11,0.59,0.072,0.384,-0.036
2021,118,4.721,Middle East and North Africa,Iran,0.055,4.828,4.614,1.823,1.03,0.561,0.557,0.144,0.275,0.218
2021,119,4.636,Sub-Saharan Africa,Uganda,0.073,4.78,4.493,2.596,0.364,0.24,0.718,0.054,0.398,0.122
2021,120,4.625,Sub-Saharan Africa,Liberia,0.106,4.833,4.417,2.857,0.228,0.253,0.58,0.057,0.43,0.05
2021,121,4.607,Sub-Saharan Africa,Kenya,0.072,4.747,4.466,2.18,0.603,0.385,0.508,0.073,0.483,0.287
2021,122,4.596,Middle East and North Africa,Tunisia,0.058,4.709,4.484,2.138,0.919,0.59,0.515,0.044,0.334,-0.201
2021,123,4.584,Middle East and North Africa,Lebanon,0.055,4.691,4.477,1.736,1.045,0.595,0.868,0.026,0.175,-0.073
2021,124,4.574,Sub-Saharan Africa,Namibia,0.064,4.7,4.448,2.068,0.882,0.262,0.801,0.059,0.411,-0.149
2021,125,4.517,Middle East and North Africa,Palestinian Territories,0.067,4.649,4.384,2.131,0.646,0.434,0.819,0.075,0.33,-0.163
2021,126,4.426,Southeast Asia,Myanmar,0.052,4.527,4.324,1.407,0.666,0.341,0.713,0.178,0.601,0.509
2021,127,4.395,Middle East and North Africa,Jordan,0.062,4.516,4.273,1.553,0.89,0.583,0.685,0.15,0.455,-0.167
2021,128,4.355,Sub-Saharan Africa,Chad,0.094,4.54,4.171,3.209,0.255,0.0,0.353,0.084,0.24,0.041
2021,129,4.325,South Asia,Sri Lanka,0.066,4.454,4.196,1.075,0.99,0.593,0.82,0.049,0.559,0.079
2021,130,4.308,Sub-Saharan Africa,Swaziland,0.071,4.448,4.168,2.155,0.849,0.074,0.693,0.147,0.323,-0.185
2021,131,4.289,Sub-Saharan Africa,Comoros,0.084,4.454,4.123,2.61,0.488,0.279,0.367,0.101,0.202,0.082
2021,132,4.283,Middle East and North Africa,Egypt,0.045,4.371,4.195,1.648,0.954,0.426,0.647,0.092,0.446,-0.182
2021,133,4.275,Sub-Saharan Africa,Ethiopia,0.051,4.374,4.175,2.089,0.37,0.331,0.679,0.114,0.451,0.082
2021,134,4.227,Sub-Saharan Africa,Mauritania,0.07,4.365,4.09,2.069,0.666,0.273,0.749,0.133,0.218,-0.106
2021,135,4.208,Sub-Saharan Africa,Madagascar,0.072,4.349,4.068,2.62,0.266,0.341,0.503,0.087,0.207,-0.005
2021,136,4.107,Sub-Saharan Africa,Togo,0.077,4.258,3.956,2.806,0.254,0.203,0.239,0.107,0.289,0.032
2021,137,4.073,Sub-Saharan Africa,Zambia,0.069,4.209,3.938,1.975,0.528,0.231,0.552,0.074,0.487,0.061
2021,138,3.849,Sub-Saharan Africa,Sierra Leone,0.077,4.001,3.698,2.396,0.279,0.1,0.377,0.047,0.408,0.084
2021,139,3.819,South Asia,India,0.026,3.869,3.769,1.405,0.741,0.383,0.316,0.106,0.622,0.089
2021,140,3.775,Sub-Saharan Africa,Burundi,0.107,3.985,3.565,2.876,0.0,0.155,0.062,0.212,0.298,-0.024
2021,141,3.658,Middle East and North Africa,Yemen,0.07,3.794,3.521,1.776,0.329,0.272,0.831,0.089,0.268,-0.147
2021,142,3.623,Sub-Saharan Africa,Tanzania,0.071,3.762,3.485,1.263,0.433,0.3,0.54,0.231,0.549,0.183
2021,143,3.615,Latin America and Caribbean,Haiti,0.173,3.953,3.276,2.06,0.294,0.227,0.173,0.139,0.257,0.422
2021,144,3.6,Sub-Saharan Africa,Malawi,0.092,3.781,3.419,2.19,0.113,0.298,0.168,0.134,0.484,0.038
2021,145,3.512,Sub-Saharan Africa,Lesotho,0.12,3.748,3.276,1.8,0.451,0.007,0.731,0.015,0.405,-0.131
2021,146,3.467,Sub-Saharan Africa,Botswana,0.074,3.611,3.322,0.648,1.099,0.34,0.724,0.088,0.539,-0.246
2021,147,3.415,Sub-Saharan Africa,Rwanda,0.068,3.548,3.282,1.095,0.364,0.407,0.202,0.493,0.627,0.061
2021,148,3.145,Sub-Saharan Africa,Zimbabwe,0.058,3.259,3.03,1.205,0.457,0.243,0.649,0.075,0.359,-0.047
2021,149,2.523,South Asia,Afghanistan,0.038,2.596,2.449,1.895,0.37,0.126,0.0,0.01,0.0,-0.102
