Year,Happiness Rank,Happiness Score,Region,Country,Standard Error,Upper Confidence Interval,Lower Confidence Interval,Dystopia Residual,Economy (GDP per Capita),Health (Life Expectancy),Family (Social Support),Trust (Government Corruption),Freedom,Generosity
2019,28,6.375,Middle East and Northern Africa,Saudi Arabia,0.05433673469387757,6.481,6.268,2.169,1.403,0.795,1.357,0.132,0.439,0.08
2019,29,6.374,Middle East and Northern Africa,Qatar,0.09872448979591826,6.568,6.181,1.565,1.684,0.871,1.313,0.167,0.555,0.22
2019,30,6.354,Western Europe,Spain,0.03979591836734709,6.432,6.276,1.929,1.286,1.062,1.484,0.079,0.362,0.153
2019,31,6.321,Latin America and Caribbean,Panama,0.0571428571428572,6.433,6.209,2.141,1.149,0.91,1.442,0.054,0.516,0.109
2019,32,6.3,Latin America and Caribbean,Brazil,0.052551020408163146,6.403,6.197,2.48,1.004,0.802,1.439,0.086,0.39,0.099
2019,33,6.293,Latin America and Caribbean,Uruguay,0.048469387755101914,6.388,6.198,2.014,1.124,0.891,1.465,0.15,0.523,0.127
2019,34,6.262,Southeastern Asia,Singapore,0.031632653061224404,6.324,6.2,0.807,1.572,1.141,1.463,0.453,0.556,0.271
2019,35,6.253,Latin America and Caribbean,El Salvador,0.05561224489795918,6.362,6.144,2.831,0.794,0.789,1.242,0.074,0.43,0.093
2019,36,6.223,Western Europe,Italy,0.04209183673469389,6.306,6.141,1.984,1.294,1.039,1.488,0.03,0.231,0.158
2019,37,6.199,Middle East and Northern Africa,Bahrain,0.06352040816326522,6.324,6.075,1.698,1.362,0.871,1.368,0.11,0.536,0.255
2019,38,6.198,Central and Eastern Europe,Slovakia,0.03954081632653068,6.275,6.12,2.097,1.246,0.881,1.504,0.014,0.334,0.121
2019,39,6.192,Latin America and Caribbean,Trinidad and Tobago,0.1142857142857144,6.416,5.968,2.081,1.231,0.713,1.477,0.016,0.489,0.185
2019,40,6.182,Central and Eastern Europe,Poland,0.044642857142857095,6.269,6.094,2.003,1.206,0.884,1.438,0.05,0.483,0.117
2019,41,6.174,Central and Eastern Europe,Uzbekistan,0.05357142857142856,6.279,6.069,1.951,0.745,0.756,1.529,0.24,0.631,0.322
2019,42,6.149,Central and Eastern Europe,Lithuania,0.04438775510204069,6.236,6.062,2.202,1.238,0.818,1.515,0.042,0.291,0.043
2019,43,6.125,Latin America and Caribbean,Colombia,0.05331632653061238,6.229,6.02,2.286,0.985,0.841,1.41,0.034,0.47,0.099
2019,44,6.118,Central and Eastern Europe,Slovenia,0.04668367346938771,6.209,6.026,1.618,1.258,0.953,1.523,0.057,0.564,0.144
2019,45,6.105,Latin America and Caribbean,Nicaragua,0.05765306122448979,6.218,5.992,2.49,0.694,0.835,1.325,0.127,0.435,0.2
2019,46,6.1,Central and Eastern Europe,Kosovo,0.05051020408163253,6.199,6.001,2.469,0.882,0.758,1.232,0.006,0.489,0.262
2019,47,6.086,Latin America and Caribbean,Argentina,0.053826530612244974,6.192,5.981,2.096,1.092,0.881,1.432,0.05,0.471,0.066
2019,48,6.07,Central and Eastern Europe,Romania,0.047704081632653134,6.163,5.976,2.302,1.162,0.825,1.232,0.005,0.462,0.083
2019,49,6.046,Western Europe,Cyprus,0.05280612244897955,6.149,5.942,1.88,1.263,1.042,1.223,0.041,0.406,0.19
2019,50,6.028,Latin America and Caribbean,Ecuador,0.052295918367346955,6.13,5.925,2.225,0.912,0.868,1.312,0.087,0.498,0.126
2019,51,6.021,Middle East and Northern Africa,Kuwait,0.06505102040816324,6.148,5.893,1.661,1.5,0.808,1.319,0.097,0.493,0.142
2019,52,6.008,Southeastern Asia,Thailand,0.048469387755101914,6.103,5.913,1.777,1.05,0.828,1.409,0.028,0.557,0.359
2019,53,5.94,Central and Eastern Europe,Latvia,0.036224489795918455,6.011,5.869,2.073,1.187,0.812,1.465,0.064,0.264,0.075
2019,54,5.895,Eastern Asia,South Korea,0.04566326530612252,5.984,5.805,1.949,1.301,1.036,1.219,0.056,0.159,0.175
2019,55,5.893,Central and Eastern Europe,Estonia,0.03647959183673464,5.965,5.822,1.496,1.237,0.874,1.528,0.161,0.495,0.103
2019,56,5.89,Latin America and Caribbean,Jamaica,0.12066326530612265,6.126,5.653,2.125,0.831,0.831,1.478,0.028,0.49,0.107
2019,57,5.888,Sub-Saharan Africa,Mauritius,0.052551020408163146,5.991,5.785,1.795,1.12,0.798,1.402,0.06,0.498,0.215
2019,58,5.886,Eastern Asia,Japan,0.0428571428571429,5.97,5.802,1.399,1.327,1.088,1.419,0.14,0.445,0.069
2019,59,5.86,Latin America and Caribbean,Honduras,0.06454081632653064,5.987,5.734,2.323,0.642,0.828,1.236,0.078,0.507,0.246
2019,60,5.809,Central and Eastern Europe,Kazakhstan,0.041581632653061064,5.89,5.727,1.746,1.173,0.729,1.508,0.096,0.41,0.146
2019,61,5.779,Latin America and Caribbean,Bolivia,0.04923469387755115,5.876,5.683,2.376,0.776,0.706,1.209,0.064,0.511,0.137
2019,62,5.758,Central and Eastern Europe,Hungary,0.048469387755101914,5.853,5.663,2.02,1.201,0.828,1.41,0.02,0.199,0.081
2019,63,5.743,Latin America and Caribbean,Paraguay,0.04821428571428573,5.837,5.648,1.857,0.855,0.777,1.475,0.08,0.514,0.184
2019,64,5.718,Western Europe,North Cyprus,0.05178571428571436,5.819,5.616,1.39,1.263,1.042,1.252,0.162,0.417,0.191
2019,65,5.697,Latin America and Caribbean,Peru,0.05816326530612239,5.811,5.583,2.044,0.96,0.854,1.274,0.027,0.455,0.083
2019,66,5.693,Western Europe,Portugal,0.05076530612244894,5.792,5.593,1.462,1.221,0.999,1.431,0.025,0.508,0.047
2019,67,5.653,Southern Asia,Pakistan,0.04030612244897969,5.732,5.574,2.924,0.677,0.535,0.886,0.098,0.313,0.22
2019,68,5.648,Central and Eastern Europe,Russia,0.03316326530612242,5.713,5.583,1.839,1.183,0.726,1.452,0.031,0.334,0.082
2019,69,5.631,Southeastern Asia,Philippines,0.05739795918367338,5.744,5.519,2.092,0.807,0.657,1.293,0.107,0.558,0.117
2019,70,5.603,Central and Eastern Europe,Serbia,0.05204081632653055,5.705,5.501,1.904,1.004,0.854,1.383,0.039,0.282,0.137
2019,71,5.529,Central and Eastern Europe,Moldova,0.038520408163265255,5.604,5.453,2.35,0.685,0.739,1.328,0.0,0.245,0.181
2019,72,5.525,Middle East and Northern Africa,Libya,0.06173469387755102,5.646,5.404,1.804,1.044,0.673,1.303,0.152,0.416,0.133
2019,73,5.523,Central and Eastern Europe,Montenegro,0.050000000000000155,5.621,5.425,1.822,1.051,0.871,1.361,0.08,0.197,0.142
2019,74,5.467,Central and Eastern Europe,Tajikistan,0.05153061224489795,5.568,5.366,2.397,0.493,0.718,1.098,0.144,0.389,0.23
2019,75,5.432,Central and Eastern Europe,Croatia,0.03979591836734686,5.51,5.354,1.66,1.155,0.914,1.266,0.022,0.296,0.119
2019,76,5.43,Eastern Asia,Hong Kong S.A.R. of China,0.04744897959183672,5.523,5.337,0.609,1.438,1.122,1.277,0.287,0.44,0.258
2019,77,5.425,Latin America and Caribbean,Dominican Republic,0.06836734693877546,5.559,5.291,1.519,1.015,0.779,1.401,0.101,0.497,0.113
2019,78,5.386,Central and Eastern Europe,Bosnia and Herzegovina,0.046173469387755114,5.477,5.296,1.905,0.945,0.845,1.212,0.006,0.212,0.263
2019,79,5.373,Middle East and Northern Africa,Turkey,0.04744897959183672,5.466,5.28,1.636,1.183,0.808,1.36,0.106,0.195,0.083
2019,80,5.339,Southeastern Asia,Malaysia,0.06250000000000003,5.461,5.216,1.326,1.221,0.828,1.171,0.024,0.508,0.26
2019,81,5.323,Central and Eastern Europe,Belarus,0.035459183673469445,5.392,5.253,1.531,1.067,0.789,1.465,0.142,0.235,0.094
2019,82,5.287,Western Europe,Greece,0.04872448979591833,5.382,5.191,1.848,1.181,0.999,1.156,0.034,0.067,0.0
2019,83,5.285,Eastern Asia,Mongolia,0.039285714285714264,5.362,5.208,1.55,0.948,0.667,1.531,0.038,0.317,0.235
2019,84,5.274,Central and Eastern Europe,Macedonia,0.04668367346938771,5.365,5.182,1.595,0.983,0.838,1.294,0.034,0.345,0.185
2019,85,5.265,Sub-Saharan Africa,Nigeria,0.06352040816326544,5.389,5.14,2.53,0.696,0.245,1.111,0.041,0.426,0.215
2019,86,5.261,Central and Eastern Europe,Kyrgyzstan,0.044642857142857095,5.348,5.173,1.719,0.551,0.723,1.438,0.023,0.508,0.3
2019,87,5.247,Central and Eastern Europe,Turkmenistan,0.028316326530612185,5.302,5.191,1.334,1.052,0.657,1.538,0.028,0.394,0.244
2019,88,5.211,Middle East and Northern Africa,Algeria,0.04719387755102054,5.304,5.119,1.992,1.002,0.785,1.16,0.114,0.086,0.073
2019,89,5.208,Middle East and Northern Africa,Morocco,0.051020408163265356,5.308,5.108,2.314,0.801,0.782,0.782,0.076,0.418,0.036
2019,90,5.208,Central and Eastern Europe,Azerbaijan,0.03647959183673464,5.279,5.136,1.68,1.043,0.769,1.147,0.182,0.351,0.035
2019,91,5.197,Middle East and Northern Africa,Lebanon,0.04438775510204069,5.284,5.11,1.762,0.987,0.815,1.224,0.027,0.216,0.166
2019,92,5.192,Southeastern Asia,Indonesia,0.05484693877551017,5.3,5.085,1.382,0.931,0.66,1.203,0.028,0.491,0.498
2019,93,5.191,Eastern Asia,China,0.025255102040816376,5.24,5.141,1.466,1.029,0.893,1.125,0.1,0.521,0.058
2019,94,5.175,Southeastern Asia,Vietnam,0.03673469387755105,5.247,5.103,1.474,0.741,0.851,1.346,0.073,0.543,0.147
2019,95,5.082,Southern Asia,Bhutan,0.05790816326530598,5.196,4.969,1.35,0.813,0.604,1.321,0.167,0.457,0.37
2019,96,5.044,Sub-Saharan Africa,Cameroon,0.06428571428571422,5.17,4.918,2.649,0.549,0.331,0.91,0.037,0.381,0.187
2019,97,5.011,Central and Eastern Europe,Bulgaria,0.04438775510204069,5.098,4.924,1.195,1.092,0.815,1.513,0.004,0.311,0.081
2019,98,4.996,Sub-Saharan Africa,Ghana,0.07168367346938768,5.137,4.856,2.367,0.611,0.486,0.868,0.04,0.381,0.245
2019,99,4.944,Sub-Saharan Africa,Ivory Coast,0.06556122448979583,5.072,4.815,2.739,0.569,0.232,0.808,0.09,0.352,0.154
2019,100,4.913,Southern Asia,Nepal,0.06045918367346941,5.031,4.794,1.751,0.446,0.677,1.226,0.089,0.439,0.285
2019,101,4.906,Middle East and Northern Africa,Jordan,0.057908163265306206,5.019,4.792,1.406,0.837,0.815,1.225,0.13,0.383,0.11
2019,102,4.883,Sub-Saharan Africa,Benin,0.07066326530612249,5.022,4.745,3.049,0.393,0.397,0.437,0.082,0.349,0.175
2019,103,4.812,Sub-Saharan Africa,Congo (Brazzaville),0.07321428571428569,4.955,4.668,2.262,0.673,0.508,0.799,0.093,0.372,0.105
2019,104,4.799,Sub-Saharan Africa,Gabon,0.05739795918367338,4.912,4.687,1.596,1.057,0.571,1.183,0.055,0.295,0.043
2019,105,4.796,Southeastern Asia,Laos,0.043367346938775496,4.881,4.711,1.473,0.764,0.551,1.03,0.164,0.547,0.266
2019,106,4.722,Sub-Saharan Africa,South Africa,0.0589285714285714,4.838,4.607,1.369,0.96,0.469,1.351,0.055,0.389,0.13
2019,107,4.719,Central and Eastern Europe,Albania,0.05637755102040819,4.829,4.608,1.461,0.947,0.874,0.848,0.027,0.383,0.178
2019,108,4.707,Latin America and Caribbean,Venezuela,0.06530612244897965,4.835,4.579,1.25,0.96,0.805,1.427,0.047,0.154,0.064
2019,109,4.7,Southeastern Asia,Cambodia,0.05637755102040796,4.81,4.589,1.465,0.574,0.637,1.122,0.062,0.609,0.232
2019,110,4.696,Middle East and Northern Africa,Palestinian Territories,0.05586734693877559,4.806,4.587,1.727,0.657,0.672,1.247,0.066,0.225,0.103
2019,111,4.681,Sub-Saharan Africa,Senegal,0.0423469387755103,4.764,4.598,2.009,0.45,0.571,1.134,0.072,0.292,0.153
2019,112,4.668,Sub-Saharan Africa,Somalia,0.07295918367346928,4.811,4.525,2.629,0.0,0.268,0.698,0.27,0.559,0.243
2019,113,4.639,Sub-Saharan Africa,Namibia,0.07040816326530608,4.777,4.501,1.443,0.879,0.477,1.313,0.056,0.401,0.07
2019,114,4.628,Sub-Saharan Africa,Niger,0.07015306122448967,4.765,4.49,2.742,0.138,0.366,0.774,0.102,0.318,0.188
2019,115,4.587,Sub-Saharan Africa,Burkina Faso,0.05510204081632658,4.695,4.479,2.275,0.331,0.38,1.056,0.113,0.255,0.177
2019,116,4.559,Central and Eastern Europe,Armenia,0.04719387755102054,4.652,4.467,1.398,0.85,0.815,1.055,0.064,0.283,0.095
2019,117,4.548,Middle East and Northern Africa,Iran,0.05663265306122437,4.659,4.437,1.121,1.1,0.785,0.842,0.125,0.305,0.27
2019,118,4.534,Sub-Saharan Africa,Guinea,0.06760204081632645,4.667,4.402,2.325,0.38,0.375,0.829,0.086,0.332,0.207
2019,119,4.519,Central and Eastern Europe,Georgia,0.0428571428571429,4.603,4.435,1.662,0.886,0.752,0.666,0.164,0.346,0.043
2019,120,4.516,Sub-Saharan Africa,Gambia,0.07729591836734692,4.668,4.365,2.023,0.308,0.428,0.939,0.167,0.382,0.269
2019,121,4.509,Sub-Saharan Africa,Kenya,0.059948979591836815,4.626,4.391,1.576,0.512,0.581,0.983,0.053,0.431,0.372
2019,122,4.49,Sub-Saharan Africa,Mauritania,0.05153061224489795,4.591,4.389,2.005,0.57,0.489,1.167,0.088,0.066,0.106
2019,123,4.466,Sub-Saharan Africa,Mozambique,0.08979591836734702,4.642,4.29,2.058,0.204,0.39,0.986,0.138,0.494,0.197
2019,124,4.461,Middle East and Northern Africa,Tunisia,0.044642857142857095,4.548,4.373,1.444,0.921,0.815,1.0,0.055,0.167,0.059
2019,125,4.456,Southern Asia,Bangladesh,0.04209183673469389,4.538,4.373,1.406,0.562,0.723,0.928,0.143,0.527,0.166
2019,126,4.437,Middle East and Northern Africa,Iraq,0.088265306122449,4.61,4.264,1.362,1.043,0.574,0.98,0.089,0.241,0.148
2019,127,4.418,Sub-Saharan Africa,Congo (Kinshasa),0.06377551020408163,4.543,4.293,2.308,0.094,0.357,1.125,0.053,0.269,0.212
2019,128,4.39,Sub-Saharan Africa,Mali,0.05484693877551017,4.498,4.283,2.061,0.385,0.308,1.105,0.052,0.327,0.153
2019,129,4.374,Sub-Saharan Africa,Sierra Leone,0.06938775510204065,4.51,4.238,2.416,0.268,0.242,0.841,0.045,0.309,0.252
2019,130,4.366,Southern Asia,Sri Lanka,0.06326530612244903,4.49,4.242,0.559,0.949,0.831,1.265,0.047,0.47,0.244
2019,131,4.36,Southeastern Asia,Myanmar,0.04158163265306129,4.442,4.279,0.652,0.71,0.555,1.181,0.172,0.525,0.566
2019,132,4.35,Sub-Saharan Africa,Chad,0.06862244897959187,4.484,4.215,2.591,0.35,0.192,0.766,0.078,0.174,0.198
2019,133,4.332,Central and Eastern Europe,Ukraine,0.04974489795918352,4.43,4.235,1.008,0.82,0.739,1.39,0.01,0.178,0.187
2019,134,4.286,Sub-Saharan Africa,Ethiopia,0.04056122448979587,4.365,4.206,1.731,0.336,0.532,1.033,0.1,0.344,0.209
2019,135,4.212,Sub-Saharan Africa,Swaziland,0.09209183673469405,4.392,4.031,1.73,0.811,0.0,1.149,0.135,0.313,0.074
2019,136,4.189,Sub-Saharan Africa,Uganda,0.06607142857142866,4.319,4.06,1.677,0.332,0.443,1.069,0.06,0.356,0.252
2019,137,4.166,Middle East and Northern Africa,Egypt,0.0441326530612245,4.252,4.079,1.187,0.913,0.644,1.039,0.067,0.241,0.076
2019,138,4.107,Sub-Saharan Africa,Zambia,0.06403061224489805,4.232,3.981,1.28,0.578,0.426,1.058,0.087,0.431,0.247
2019,139,4.085,Sub-Saharan Africa,Togo,0.05739795918367349,4.197,3.972,2.273,0.275,0.41,0.572,0.085,0.293,0.177
2019,140,4.015,Southern Asia,India,0.023979591836734773,4.062,3.968,1.126,0.755,0.588,0.765,0.085,0.498,0.2
2019,141,3.975,Sub-Saharan Africa,Liberia,0.07117346938775519,4.115,3.836,1.902,0.073,0.443,0.922,0.033,0.37,0.233
2019,142,3.973,Sub-Saharan Africa,Comoros,0.11403061224489787,4.196,3.749,1.941,0.274,0.505,0.757,0.078,0.142,0.275
2019,143,3.933,Sub-Saharan Africa,Madagascar,0.051020408163265356,4.033,3.833,1.831,0.274,0.555,0.916,0.041,0.148,0.169
2019,144,3.802,Sub-Saharan Africa,Lesotho,0.08214285714285716,3.963,3.641,1.417,0.489,0.168,1.169,0.093,0.359,0.107
2019,145,3.775,Sub-Saharan Africa,Burundi,0.10714285714285712,3.985,3.565,2.325,0.046,0.38,0.447,0.18,0.22,0.176
2019,146,3.663,Sub-Saharan Africa,Zimbabwe,0.0596938775510204,3.78,3.546,1.149,0.366,0.433,1.114,0.089,0.361,0.151
2019,147,3.597,Latin America and Caribbean,Haiti,0.07857142857142853,3.751,3.443,1.581,0.323,0.449,0.688,0.11,0.026,0.419
2019,148,3.488,Sub-Saharan Africa,Botswana,0.06275510204081633,3.611,3.365,0.183,1.041,0.538,1.145,0.1,0.455,0.025
2019,149,3.462,Middle East and Northern Africa,Syria,0.10306122448979602,3.664,3.26,1.541,0.619,0.44,0.378,0.141,0.013,0.331
2019,150,3.41,Sub-Saharan Africa,Malawi,0.0589285714285714,3.525,3.294,1.413,0.191,0.495,0.56,0.089,0.443,0.218
2019,151,3.38,Middle East and Northern Africa,Yemen,0.05051020408163264,3.479,3.281,1.139,0.287,0.463,1.163,0.077,0.143,0.108
2019,152,3.334,Sub-Saharan Africa,Rwanda,0.04668367346938771,3.425,3.242,0.467,0.359,0.614,0.711,0.411,0.555,0.217
2019,153,3.231,Sub-Saharan Africa,Tanzania,0.05943877551020411,3.347,3.114,0.531,0.476,0.499,0.885,0.147,0.417,0.276
2019,154,3.203,Southern Asia,Afghanistan,0.03801020408163266,3.278,3.129,1.793,0.35,0.361,0.517,0.025,0.0,0.158
2019,155,3.083,Sub-Saharan Africa,Central African Republic,0.07346938775510199,3.227,2.939,2.456,0.026,0.105,0.0,0.035,0.225,0.235
2019,156,2.853,Sub-Saharan Africa,South Sudan,0.07755102040816322,3.005,2.701,1.374,0.306,0.295,0.575,0.091,0.01,0.202
